ts,chain,token,disp_pct
2026-06-21T04:43:25.014661+00:00,solana,USDC,0.019
2026-06-21T04:43:25.014661+00:00,solana,SOL,0.5862
2026-06-21T04:43:25.014661+00:00,base,CBETH,0.1983
2026-06-21T04:43:25.014661+00:00,base,WEETH,0.0977
2026-06-21T04:43:25.014661+00:00,base,USDC,0.0032
2026-06-21T04:43:25.014661+00:00,base,USDT,0.0802
2026-06-21T04:43:25.014661+00:00,base,BRETT,0.0509
2026-06-21T04:43:25.014661+00:00,base,VIRTUAL,0.6392
2026-06-21T04:43:25.014661+00:00,base,EURC,0.0
2026-06-21T04:43:25.014661+00:00,base,AERO,1.1979
2026-06-21T04:43:25.014661+00:00,base,ETH,1.5996
2026-06-21T04:43:25.014661+00:00,base,CBBTC,0.6031
2026-06-21T04:43:25.014661+00:00,base,WETH,0.5078
2026-06-21T04:43:25.014661+00:00,aptos,USDC,0.02
2026-06-21T04:43:25.014661+00:00,aptos,APT,0.0
2026-06-21T04:45:38.910641+00:00,sui,WAL,0.0
2026-06-21T04:45:38.910641+00:00,sui,CETUS,0.0542
2026-06-21T04:45:38.910641+00:00,sui,USDSUI,0.0601
2026-06-21T04:45:38.910641+00:00,sui,SUIUSDT,0.0
2026-06-21T04:45:38.910641+00:00,sui,USDC,0.117
2026-06-21T04:45:38.910641+00:00,sui,SUI,0.0
2026-06-21T04:45:38.910641+00:00,solana,JITOSOL,0.3067
2026-06-21T04:45:38.910641+00:00,solana,HYPE,0.33
2026-06-21T04:45:38.910641+00:00,solana,PENGU,0.3978
2026-06-21T04:45:38.910641+00:00,solana,POPCAT,0.5353
2026-06-21T04:45:38.910641+00:00,solana,ORE,0.399
2026-06-21T04:45:38.910641+00:00,solana,MET,1.0107
2026-06-21T04:45:38.910641+00:00,solana,USELESS,0.4081
2026-06-21T04:45:38.910641+00:00,solana,JUP,1.6965
2026-06-21T04:45:38.910641+00:00,solana,TRUMP,0.0
2026-06-21T04:45:38.910641+00:00,solana,USDG,0.13
2026-06-21T04:45:38.910641+00:00,solana,USDE,0.1002
2026-06-21T04:45:38.910641+00:00,solana,FO,0.378
2026-06-21T04:45:38.910641+00:00,solana,USDC,0.019
2026-06-21T04:45:38.910641+00:00,solana,SOL,1.1096
2026-06-21T04:45:38.910641+00:00,base,CBETH,0.1983
2026-06-21T04:45:38.910641+00:00,base,WEETH,0.0977
2026-06-21T04:45:38.910641+00:00,base,USDC,0.0029
2026-06-21T04:45:38.910641+00:00,base,USDT,0.0601
2026-06-21T04:45:38.910641+00:00,base,BRETT,0.0509
2026-06-21T04:45:38.910641+00:00,base,VIRTUAL,0.7048
2026-06-21T04:45:38.910641+00:00,base,EURC,0.0
2026-06-21T04:45:38.910641+00:00,base,AERO,1.1979
2026-06-21T04:45:38.910641+00:00,base,ETH,1.6259
2026-06-21T04:45:38.910641+00:00,base,CBBTC,0.6031
2026-06-21T04:45:38.910641+00:00,base,WETH,0.5078
2026-06-21T04:45:38.910641+00:00,aptos,USDC,0.02
2026-06-21T04:45:38.910641+00:00,aptos,APT,0.0
2026-06-21T04:47:26.216738+00:00,sui,WAL,0.0
2026-06-21T04:47:26.216738+00:00,sui,CETUS,0.0542
2026-06-21T04:47:26.216738+00:00,sui,USDSUI,0.0601
2026-06-21T04:47:26.216738+00:00,sui,SUIUSDT,0.0
2026-06-21T04:47:26.216738+00:00,sui,USDC,0.048
2026-06-21T04:47:26.216738+00:00,sui,SUI,0.3521
2026-06-21T04:47:26.216738+00:00,solana,JITOSOL,0.2643
2026-06-21T04:47:26.216738+00:00,solana,HYPE,0.33
2026-06-21T04:47:26.216738+00:00,solana,PENGU,0.3978
2026-06-21T04:47:26.216738+00:00,solana,POPCAT,0.0852
2026-06-21T04:47:26.216738+00:00,solana,ORE,0.399
2026-06-21T04:47:26.216738+00:00,solana,MET,1.1772
2026-06-21T04:47:26.216738+00:00,solana,USELESS,0.2369
2026-06-21T04:47:26.216738+00:00,solana,JUP,1.6965
2026-06-21T04:47:26.216738+00:00,solana,TRUMP,0.0
2026-06-21T04:47:26.216738+00:00,solana,USDG,0.14
2026-06-21T04:47:26.216738+00:00,solana,USDE,0.1002
2026-06-21T04:47:26.216738+00:00,solana,FO,0.378
2026-06-21T04:47:26.216738+00:00,solana,USDC,0.019
2026-06-21T04:47:26.216738+00:00,solana,SOL,0.9863
2026-06-21T04:47:26.216738+00:00,base,CBETH,0.2488
2026-06-21T04:47:26.216738+00:00,base,WEETH,0.0977
2026-06-21T04:47:26.216738+00:00,base,USDC,0.0029
2026-06-21T04:47:26.216738+00:00,base,USDT,0.0601
2026-06-21T04:47:26.216738+00:00,base,BRETT,0.0509
2026-06-21T04:47:26.216738+00:00,base,VIRTUAL,0.5737
2026-06-21T04:47:26.216738+00:00,base,EURC,0.0
2026-06-21T04:47:26.216738+00:00,base,AERO,1.0321
2026-06-21T04:47:26.216738+00:00,base,ETH,1.6259
2026-06-21T04:47:26.216738+00:00,base,CBBTC,0.6031
2026-06-21T04:47:26.216738+00:00,base,WETH,0.5078
2026-06-21T04:47:26.216738+00:00,aptos,USDC,0.02
2026-06-21T04:47:26.216738+00:00,aptos,APT,0.0
2026-06-21T04:49:13.667043+00:00,sui,WAL,0.0
2026-06-21T04:49:13.667043+00:00,sui,CETUS,0.2717
2026-06-21T04:49:13.667043+00:00,sui,USDSUI,0.2202
2026-06-21T04:49:13.667043+00:00,sui,SUIUSDT,0.0
2026-06-21T04:49:13.667043+00:00,sui,USDC,0.1149
2026-06-21T04:49:13.667043+00:00,sui,SUI,0.522
2026-06-21T04:49:13.667043+00:00,solana,JITOSOL,0.2749
2026-06-21T04:49:13.667043+00:00,solana,HYPE,0.2744
2026-06-21T04:49:13.667043+00:00,solana,PENGU,0.5015
2026-06-21T04:49:13.667043+00:00,solana,POPCAT,0.0852
2026-06-21T04:49:13.667043+00:00,solana,ORE,0.399
2026-06-21T04:49:13.667043+00:00,solana,MET,1.1772
2026-06-21T04:49:13.667043+00:00,solana,USELESS,0.33
2026-06-21T04:49:13.667043+00:00,solana,JUP,1.6965
2026-06-21T04:49:13.667043+00:00,solana,TRUMP,0.0
2026-06-21T04:49:13.667043+00:00,solana,USDG,0.13
2026-06-21T04:49:13.667043+00:00,solana,USDE,0.1002
2026-06-21T04:49:13.667043+00:00,solana,FO,0.378
2026-06-21T04:49:13.667043+00:00,solana,USDC,0.019
2026-06-21T04:49:13.667043+00:00,solana,SOL,0.6271
2026-06-21T04:49:13.667043+00:00,base,CBETH,0.2488
2026-06-21T04:49:13.667043+00:00,base,WEETH,0.0977
2026-06-21T04:49:13.667043+00:00,base,USDC,0.0029
2026-06-21T04:49:13.667043+00:00,base,USDT,0.0601
2026-06-21T04:49:13.667043+00:00,base,BRETT,0.0509
2026-06-21T04:49:13.667043+00:00,base,VIRTUAL,0.5573
2026-06-21T04:49:13.667043+00:00,base,EURC,0.0
2026-06-21T04:49:13.667043+00:00,base,AERO,1.0321
2026-06-21T04:49:13.667043+00:00,base,ETH,1.6259
2026-06-21T04:49:13.667043+00:00,base,CBBTC,0.6031
2026-06-21T04:49:13.667043+00:00,base,WETH,0.5078
2026-06-21T04:49:13.667043+00:00,aptos,USDC,0.02
2026-06-21T04:49:13.667043+00:00,aptos,APT,0.0
2026-06-21T04:51:00.386197+00:00,sui,WAL,0.0
2026-06-21T04:51:00.386197+00:00,sui,CETUS,0.2717
2026-06-21T04:51:00.386197+00:00,sui,USDSUI,0.2402
2026-06-21T04:51:00.386197+00:00,sui,SUIUSDT,0.0
2026-06-21T04:51:00.386197+00:00,sui,USDC,0.1449
2026-06-21T04:51:00.386197+00:00,sui,SUI,0.5504
2026-06-21T04:51:00.386197+00:00,solana,JITOSOL,0.3174
2026-06-21T04:51:00.386197+00:00,solana,HYPE,0.2744
2026-06-21T04:51:00.386197+00:00,solana,PENGU,0.1032
2026-06-21T04:51:00.386197+00:00,solana,POPCAT,0.0852
2026-06-21T04:51:00.386197+00:00,solana,ORE,0.399
2026-06-21T04:51:00.386197+00:00,solana,MET,1.1772
2026-06-21T04:51:00.386197+00:00,solana,USELESS,0.0263
2026-06-21T04:51:00.386197+00:00,solana,JUP,1.2838
2026-06-21T04:51:00.386197+00:00,solana,TRUMP,0.5587
2026-06-21T04:51:00.386197+00:00,solana,USDG,0.2
2026-06-21T04:51:00.386197+00:00,solana,USDE,0.1002
2026-06-21T04:51:00.386197+00:00,solana,FO,0.378
2026-06-21T04:51:00.386197+00:00,solana,USDC,0.019
2026-06-21T04:51:00.386197+00:00,solana,SOL,0.6817
2026-06-21T04:51:00.386197+00:00,base,CBETH,0.2836
2026-06-21T04:51:00.386197+00:00,base,WEETH,0.0977
2026-06-21T04:51:00.386197+00:00,base,USDC,0.0029
2026-06-21T04:51:00.386197+00:00,base,USDT,0.0902
2026-06-21T04:51:00.386197+00:00,base,BRETT,0.0509
2026-06-21T04:51:00.386197+00:00,base,VIRTUAL,0.5081
2026-06-21T04:51:00.386197+00:00,base,EURC,0.0
2026-06-21T04:51:00.386197+00:00,base,AERO,1.088
2026-06-21T04:51:00.386197+00:00,base,ETH,1.6259
2026-06-21T04:51:00.386197+00:00,base,CBBTC,0.5947
2026-06-21T04:51:00.386197+00:00,base,WETH,0.3893
2026-06-21T04:51:00.386197+00:00,aptos,USDC,0.02
2026-06-21T04:51:00.386197+00:00,aptos,APT,0.0
2026-06-21T04:52:47.504332+00:00,sui,WAL,0.0
2026-06-21T04:52:47.504332+00:00,sui,CETUS,0.0545
2026-06-21T04:52:47.504332+00:00,sui,USDSUI,0.3503
2026-06-21T04:52:47.504332+00:00,sui,SUIUSDT,0.0
2026-06-21T04:52:47.504332+00:00,sui,USDC,0.2428
2026-06-21T04:52:47.504332+00:00,sui,SUI,0.1413
2026-06-21T04:52:47.504332+00:00,solana,JITOSOL,0.5301
2026-06-21T04:52:47.504332+00:00,solana,HYPE,0.3897
2026-06-21T04:52:47.504332+00:00,solana,PENGU,0.3697
2026-06-21T04:52:47.504332+00:00,solana,POPCAT,0.1288
2026-06-21T04:52:47.504332+00:00,solana,ORE,0.399
2026-06-21T04:52:47.504332+00:00,solana,MET,1.1772
2026-06-21T04:52:47.504332+00:00,solana,USELESS,0.0528
2026-06-21T04:52:47.504332+00:00,solana,JUP,1.0546
2026-06-21T04:52:47.504332+00:00,solana,TRUMP,0.0
2026-06-21T04:52:47.504332+00:00,solana,USDG,0.15
2026-06-21T04:52:47.504332+00:00,solana,USDE,0.1002
2026-06-21T04:52:47.504332+00:00,solana,FO,0.378
2026-06-21T04:52:47.504332+00:00,solana,USDC,0.019
2026-06-21T04:52:47.504332+00:00,solana,SOL,0.6271
2026-06-21T04:52:47.504332+00:00,base,CBETH,0.3173
2026-06-21T04:52:47.504332+00:00,base,WEETH,0.0977
2026-06-21T04:52:47.504332+00:00,base,USDC,0.0029
2026-06-21T04:52:47.504332+00:00,base,USDT,0.1804
2026-06-21T04:52:47.504332+00:00,base,BRETT,0.0509
2026-06-21T04:52:47.504332+00:00,base,VIRTUAL,0.3278
2026-06-21T04:52:47.504332+00:00,base,EURC,0.0
2026-06-21T04:52:47.504332+00:00,base,AERO,0.831
2026-06-21T04:52:47.504332+00:00,base,ETH,1.6259
2026-06-21T04:52:47.504332+00:00,base,CBBTC,0.5947
2026-06-21T04:52:47.504332+00:00,base,WETH,0.3541
2026-06-21T04:52:47.504332+00:00,aptos,USDC,0.03
2026-06-21T04:52:47.504332+00:00,aptos,APT,0.0
2026-06-21T04:54:34.232898+00:00,sui,WAL,0.0291
2026-06-21T04:54:34.232898+00:00,sui,CETUS,0.1634
2026-06-21T04:54:34.232898+00:00,sui,USDSUI,0.2902
2026-06-21T04:54:34.232898+00:00,sui,SUIUSDT,0.0
2026-06-21T04:54:34.232898+00:00,sui,USDC,0.1728
2026-06-21T04:54:34.232898+00:00,sui,SUI,0.0
2026-06-21T04:54:34.232898+00:00,solana,JITOSOL,0.0847
2026-06-21T04:54:34.232898+00:00,solana,HYPE,0.3897
2026-06-21T04:54:34.232898+00:00,solana,PENGU,0.3697
2026-06-21T04:54:34.232898+00:00,solana,POPCAT,0.1288
2026-06-21T04:54:34.232898+00:00,solana,ORE,0.399
2026-06-21T04:54:34.232898+00:00,solana,MET,1.1772
2026-06-21T04:54:34.232898+00:00,solana,USELESS,0.318
2026-06-21T04:54:34.232898+00:00,solana,JUP,0.8253
2026-06-21T04:54:34.232898+00:00,solana,TRUMP,0.0
2026-06-21T04:54:34.232898+00:00,solana,USDG,0.087
2026-06-21T04:54:34.232898+00:00,solana,USDE,0.1002
2026-06-21T04:54:34.232898+00:00,solana,FO,0.378
2026-06-21T04:54:34.232898+00:00,solana,USDC,0.029
2026-06-21T04:54:34.232898+00:00,solana,SOL,0.6682
2026-06-21T04:54:34.232898+00:00,base,CBETH,0.3173
2026-06-21T04:54:34.232898+00:00,base,WEETH,0.0977
2026-06-21T04:54:34.232898+00:00,base,USDC,0.0029
2026-06-21T04:54:34.232898+00:00,base,USDT,0.1002
2026-06-21T04:54:34.232898+00:00,base,BRETT,0.4598
