t0,chain,token,entry_spread_pct,lo_dex,hi_dex,min_tvl,whale,n_samples,n_pos_after_entry,best_net_pct,actionable
2026-06-21T22:34:14.471295+00:00,base,VIRTUAL,0.4898,uniswap,aerodrome,886267,1,15,0,-0.3274,0
2026-06-21T23:09:20.339902+00:00,solana,USELESS,0.6064,meteora,raydium,309357,0,4,0,-1.1871,0
2026-06-21T22:52:05.563641+00:00,base,WETH,0.372,aerodrome,uniswap,721436,1,13,0,-0.5611,0
2026-06-21T23:09:20.339902+00:00,solana,JUP,0.6533,meteora,meteora,411722,1,13,0,-0.6773,0
2026-06-21T23:10:55.460446+00:00,solana,SOL,0.702,orca,raydium,2460235,1,13,3,0.7592,1
2026-06-21T23:10:55.460446+00:00,base,VIRTUAL,0.8477,aerodrome,aerodrome,464280,1,13,2,0.27,1
2026-06-21T23:10:55.460446+00:00,base,CBBTC,0.8021,uniswap,aerodrome,699744,1,13,3,0.6752,1
2026-06-21T23:20:57.113830+00:00,solana,TRIPLET,0.4687,pumpswap,meteora,330652,1,10,0,-0.484,0
2026-06-21T23:39:50.896005+00:00,solana,FARTCOIN ,17.7092,orca,orca,440591,1,5,1,16.3008,0
2026-06-21T23:32:41.887980+00:00,solana,BUTTCOIN,4.4369,pumpswap,meteora,275379,0,10,9,2.3651,1
2026-06-21T23:32:41.887980+00:00,base,ETH,1.9628,uniswap,uniswap,271709,0,10,9,0.5408,1
2026-06-21T23:34:28.916536+00:00,sui,CETUS,0.9529,cetus,cetus,438355,0,11,0,-0.4606,0
2026-06-21T23:34:28.916536+00:00,base,WEETH,0.7659,aerodrome,aerodrome,357145,0,11,0,-0.7806,0
2026-06-21T23:34:28.916536+00:00,base,WETH,0.7167,aerodrome,uniswap,263655,1,11,0,-0.2654,0
2026-06-21T23:38:03.535425+00:00,sui,USDC,0.3826,cetus,turbos-finance,257267,0,11,0,-0.8685,0
2026-06-21T23:38:03.535425+00:00,solana,JITOSOL,0.8827,orca,meteora,342406,0,11,0,-0.1076,0
2026-06-21T23:43:25.543617+00:00,solana,JUP,0.7951,meteora,meteora,411549,1,11,0,-0.4434,0
2026-06-21T23:43:25.543617+00:00,solana,SOL,0.6651,raydium,meteora,649596,1,11,0,-0.0479,0
2026-06-21T23:43:25.543617+00:00,base,CBBTC,1.0371,hydrex,aerodrome,344864,1,11,2,0.0507,1
2026-06-22T00:02:43.349338+00:00,base,VIRTUAL,0.9226,uniswap,aerodrome,878249,1,13,0,-0.0343,0
2026-06-22T00:07:44.744803+00:00,base,WETH,0.6283,0x03C01Acae3D0173a93d819efDc832C7C4F153B06,uniswap,387580,1,13,0,-0.34,0
2026-06-22T00:09:25.630660+00:00,base,AERO,0.7825,aerodrome,aerodrome,868404,1,12,0,-0.2395,0
2026-06-22T00:26:24.604002+00:00,solana,JUP,0.7032,meteora,orca,291716,1,13,5,0.2276,1
2026-06-22T00:26:24.604002+00:00,solana,SOL,0.6278,raydium,pumpswap,2478326,1,13,0,-0.1273,0
2026-06-22T00:26:24.604002+00:00,base,CBBTC,0.499,uniswap,aerodrome,538993,1,13,0,-0.027,0
2026-06-22T00:34:38.817701+00:00,base,VIRTUAL,0.5079,aerodrome,uniswap,414454,1,14,0,-0.0716,0
2026-06-22T01:08:03.510127+00:00,sui,SUI,0.5119,momentum,steamm,354997,0,3,0,-1.073,0
2026-06-22T00:48:17.365531+00:00,solana,PENGU,1.0683,pumpswap,orca,1097378,0,19,1,0.2033,0
2026-06-22T00:49:55.651768+00:00,base,AERO,1.1302,uniswap,aerodrome,345194,0,19,0,-0.4522,0
2026-06-22T00:49:55.651768+00:00,base,WETH,0.4015,uniswap,uniswap,721412,1,19,0,-0.5544,0
2026-06-22T01:15:37.050399+00:00,sui,CETUS,0.4989,cetus,cetus,441875,0,8,0,-1.0204,0
2026-06-22T00:56:32.200429+00:00,solana,TRIPLET,0.513,pumpswap,meteora,324987,1,19,0,-0.875,0
2026-06-22T00:56:32.200429+00:00,base,CBETH,0.7894,alien-base,aerodrome,252125,1,19,1,0.4972,0
2026-06-22T01:27:55.542704+00:00,sui,WAL,0.452,bluefin,bluefin,330808,0,2,0,-1.711,0
2026-06-22T00:58:11.745865+00:00,solana,SOL,0.6031,orca,raydium,568532,1,19,0,-0.0243,0
2026-06-22T00:58:11.745865+00:00,base,CBBTC,1.2334,aerodrome,uniswap,432324,1,19,7,0.3158,1
2026-06-22T01:24:24.029618+00:00,solana,USELESS,0.8456,meteora,raydium,313721,0,5,0,-1.399,0
2026-06-22T01:27:55.542704+00:00,solana,FARTCOIN ,0.4666,orca,raydium,818090,1,4,0,-0.4426,0
2026-06-22T01:08:03.510127+00:00,base,VIRTUAL,1.422,aerodrome,aerodrome,479716,1,18,11,0.2863,1
2026-06-22T01:24:24.029618+00:00,solana,JITOSOL,0.8054,meteora,orca,347358,0,11,7,1.2499,1
2026-06-22T01:24:24.029618+00:00,solana,USDG,0.3371,orca,orca,3447742,0,12,0,-0.382,0
2026-06-22T01:19:07.600916+00:00,solana,JUP,0.9447,meteora,orca,292404,1,18,3,0.5583,1
2026-06-22T01:22:38.789684+00:00,base,WETH,0.8833,uniswap,hydrex,508635,1,18,1,0.3001,0
2026-06-22T01:24:24.029618+00:00,solana,PENGU,1.0733,pumpswap,meteora,1106559,0,18,4,1.24,1
2026-06-22T01:24:24.029618+00:00,base,AERO,1.6952,uniswap,aerodrome,345192,0,18,5,1.321,1
2026-06-22T01:24:24.029618+00:00,base,VVV,0.974,aerodrome,uniswap,271701,1,18,4,0.694,1
2026-06-22T01:42:36.707542+00:00,solana,FARTCOIN ,0.3082,orca,raydium,463860,1,9,0,-0.4408,0
2026-06-22T01:27:55.542704+00:00,sui,USDC,0.3962,turbos-finance,cetus,262604,1,18,0,-0.8289,0
2026-06-22T01:27:55.542704+00:00,base,WEETH,2.4911,aerodrome,aerodrome,366854,0,18,17,0.8993,1
2026-06-22T01:27:55.542704+00:00,base,ETH,2.126,uniswap,uniswap,713880,1,18,17,0.7408,1
2026-06-22T01:30:51.939487+00:00,base,CBETH,2.3956,alien-base,aerodrome,252125,1,17,1,0.3447,0
2026-06-22T01:32:32.455711+00:00,base,CBBTC,1.5458,aerodrome,pancakeswap,701404,1,17,14,0.2018,1
2026-06-22T01:34:13.300591+00:00,solana,SOL,0.5952,meteora,raydium,656590,1,18,0,-0.0849,0
2026-06-22T01:40:55.713733+00:00,base,VIRTUAL,1.066,aerodrome,aerodrome,478508,1,18,3,0.6024,1
2026-06-22T01:48:45.880795+00:00,sui,CETUS,0.7108,cetus,cetus,443851,0,15,0,-1.0197,0
2026-06-22T01:45:36.823419+00:00,solana,TRIPLET,1.4152,meteora,pumpswap,332542,0,17,0,-0.1391,0
2026-06-22T01:55:03.401128+00:00,base,WETH,0.4432,uniswap,uniswap,729722,1,17,0,-0.3461,0
2026-06-22T02:22:16.745509+00:00,solana,BUTTCOIN,0.821,pumpswap,meteora,253219,0,4,0,-1.0933,0
2026-06-22T02:25:34.809900+00:00,sui,CETUS,1.1596,cetus,cetus,441619,0,4,0,-0.2472,0
2026-06-22T02:18:58.736275+00:00,solana,FARTCOIN ,0.7015,raydium,orca,825915,0,9,0,-0.2049,0
2026-06-22T02:04:07.318642+00:00,base,VVV,0.5148,uniswap,aerodrome,578671,1,18,0,-0.6136,0
2026-06-22T02:04:07.318642+00:00,base,CBBTC,0.3966,aerodrome,pancakeswap,705906,1,18,0,-0.3689,0
2026-06-22T02:10:24.261635+00:00,solana,USDG,1.4281,orca,orca,3459060,0,15,9,3.8395,1
2026-06-22T02:17:19.039993+00:00,solana,ONE,1.5554,raydium,raydium,2968883,1,12,10,0.9201,1
2026-06-22T02:08:50.030139+00:00,solana,SOL,0.4743,orca,raydium,2483201,1,18,4,0.5498,1
2026-06-22T02:15:39.412934+00:00,base,VIRTUAL,0.5319,aerodrome,uniswap,1152913,1,18,0,-0.1663,0
2026-06-22T02:20:37.163275+00:00,base,AERO,0.8983,aerodrome,aerodrome,1115347,1,18,0,-0.0737,0
2026-06-22T02:22:16.745509+00:00,base,WEETH,1.9041,aerodrome,aerodrome,364753,0,18,17,0.306,1
2026-06-22T02:53:41.345990+00:00,sui,WAL,0.4831,bluefin,bluefin,328566,0,2,0,-1.7163,0
2026-06-22T02:27:13.875726+00:00,solana,JUP,0.9722,meteora,meteora,411751,1,18,0,-0.0975,0
2026-06-22T02:27:13.875726+00:00,solana,PUMP,0.5829,raydium,pumpswap,292724,1,18,0,-0.3115,0
2026-06-22T02:30:47.303303+00:00,solana,TRIPLET,1.4403,meteora,pumpswap,340188,1,17,4,0.8793,1
2026-06-22T02:30:47.303303+00:00,solana,PENGU,0.8598,meteora,orca,2345911,0,17,15,0.4436,1
2026-06-22T03:02:37.298148+00:00,base,EURC,0.8772,aerodrome,aerodrome,573530,1,2,0,-1.0595,0
2026-06-22T03:02:37.298148+00:00,sui,USDSUI,0.4804,cetus,turbos-finance,440605,0,3,0,-0.925,0
2026-06-22T02:38:40.788717+00:00,base,CBBTC,0.3327,aerodrome,uniswap,544651,1,17,0,-0.0534,0
2026-06-22T02:41:49.999568+00:00,solana,SOL,1.1561,raydium,raydium,569038,1,17,1,0.5338,0
2026-06-22T02:47:15.758474+00:00,solana,JITOSOL,0.4528,orca,meteora,347073,0,17,3,2.9587,1
2026-06-22T03:02:37.298148+00:00,solana,PUMP,0.6618,pumpswap,orca,491852,1,11,0,-0.3115,0
2026-06-22T03:04:12.065233+00:00,solana,TRIPLET,0.6223,pumpswap,meteora,354156,1,15,0,-0.0765,0
2026-06-22T03:01:02.868609+00:00,base,AERO,1.0964,aerodrome,uniswap,353398,0,18,0,-0.0289,0
2026-06-22T03:01:02.868609+00:00,base,WETH,0.3438,hydrex,uniswap,508689,1,18,0,-0.2413,0
2026-06-22T03:02:37.298148+00:00,sui,USDC,0.37,turbos-finance,turbos-finance,261188,0,18,0,-0.9496,0
2026-06-22T03:02:37.298148+00:00,solana,JUP,1.5421,orca,meteora,299619,1,18,8,0.3752,1
2026-06-22T03:02:37.298148+00:00,base,VIRTUAL,0.7874,aerodrome,aerodrome,472845,1,18,0,-0.0977,0
2026-06-22T03:04:12.065233+00:00,base,ETH,1.1658,uniswap,uniswap,356061,1,18,0,-0.4591,0
2026-06-22T03:35:38.330295+00:00,solana,HYPE,0.3289,meteora,meteora,394799,1,2,0,-1.5137,0
2026-06-22T03:10:29.387130+00:00,base,CBBTC,0.9697,aerodrome,aerodrome,706234,1,18,0,-0.1053,0
2026-06-22T03:15:40.843845+00:00,solana,SOL,0.6417,orca,meteora,655415,1,17,1,0.1675,0
2026-06-22T03:34:02.240272+00:00,base,WETH,0.3074,uniswap,uniswap,729636,1,17,0,-0.2821,0
2026-06-22T03:35:38.330295+00:00,solana,JUP,0.9799,meteora,meteora,411788,1,17,3,0.0291,1
2026-06-22T03:35:38.330295+00:00,base,VIRTUAL,0.602,uniswap,aerodrome,1145813,1,17,3,0.3451,1
2026-06-22T04:04:18.843311+00:00,solana,USDC,0.5895,meteora,orca,333841,0,3,0,-1.1091,0
2026-06-22T03:45:45.135741+00:00,base,CBBTC,0.9842,aerodrome,aerodrome,541871,1,18,8,0.3685,1
2026-06-22T03:45:45.135741+00:00,base,VVV,0.7782,uniswap,uniswap,508980,1,18,0,-0.444,0
2026-06-22T03:45:45.135741+00:00,base,CBETH,0.3611,pancakeswap,alien-base,256369,1,18,0,-1.2942,0
2026-06-22T03:47:30.196562+00:00,solana,SOL,0.4627,raydium,meteora,656005,1,18,1,0.891,0
2026-06-22T03:47:30.196562+00:00,base,AERO,1.8013,aerodrome,uniswap,353399,0,18,0,-0.4977,0
2026-06-22T03:56:14.019555+00:00,solana,JUPSOL,1.1447,meteora,meteora,274058,1,18,0,-0.8154,0
2026-06-22T04:05:57.337041+00:00,base,WETH,0.6282,0x03C01Acae3D0173a93d819efDc832C7C4F153B06,uniswap,387705,1,18,0,-0.5129,0
2026-06-22T04:12:30.707080+00:00,solana,POPCAT,9.1134,raydium,raydium,568090,1,18,0,-0.7607,0
2026-06-22T04:19:08.984368+00:00,base,VIRTUAL,0.892,uniswap,aerodrome,889390,1,15,4,0.0083,1
2026-06-22T04:45:43.185339+00:00,base,MAMO,1.4567,aerodrome,aerodrome,323011,0,3,0,-0.2831,0
2026-06-22T04:19:08.984368+00:00,solana,MET,2.381,meteora,meteora,698512,1,18,4,1.3078,1
2026-06-22T04:19:08.984368+00:00,base,CBBTC,1.2931,pancakeswap,aerodrome,312723,1,18,0,-0.0795,0
2026-06-22T04:20:53.514631+00:00,solana,JUP,1.6917,meteora,meteora,411788,1,18,0,-0.23,0
2026-06-22T04:20:53.514631+00:00,solana,SOL,0.8188,orca,raydium,570412,1,18,1,0.0063,0
2026-06-22T04:42:08.902198+00:00,sui,CETUS,3.9148,cetus,cetus,432473,1,9,0,-0.8539,0
2026-06-22T05:02:38.753365+00:00,sui,WAL,0.4224,bluefin,bluefin,330670,0,2,0,-1.7042,0
2026-06-22T04:38:55.634401+00:00,base,WETH,0.5224,quickswap,uniswap,386029,1,17,0,-0.5129,0
2026-06-22T05:09:06.796367+00:00,solana,USDG,0.9198,orca,orca,3454901,0,2,0,-0.5682,0
2026-06-22T04:45:43.185339+00:00,solana,USELESS,0.4865,meteora,raydium,313369,0,18,0,-1.1484,0
2026-06-22T04:45:43.185339+00:00,base,AERO,1.1772,aerodrome,uniswap,347060,1,18,8,0.1615,1
2026-06-22T05:09:06.796367+00:00,solana,USDE,0.9409,orca,orca,2186063,0,8,0,-0.5934,0
2026-06-22T04:52:20.860018+00:00,base,CBBTC,0.8202,aerodrome,aerodrome,704430,1,18,0,-0.2491,0
2026-06-22T04:53:59.676026+00:00,solana,SOL,0.7366,meteora,raydium,570319,1,18,2,0.7833,1
2026-06-22T05:27:21.053844+00:00,sui,WAL,0.3891,bluefin,bluefin,334373,0,2,0,-1.6669,0
2026-06-22T05:01:01.444750+00:00,base,VIRTUAL,0.5699,uniswap,aerodrome,893066,1,20,0,-0.3795,0
2026-06-22T05:02:38.753365+00:00,solana,ORE,1.8772,meteora,orca,266947,1,20,0,-0.1218,0
2026-06-22T05:33:52.713139+00:00,sui,SUI,0.3262,momentum,steamm,355126,0,2,0,-1.6132,0
2026-06-22T05:04:15.613754+00:00,solana,JITOSOL,1.0213,orca,meteora,344959,0,20,0,-0.3406,0
2026-06-22T05:37:08.523551+00:00,sui,SUI,0.3405,momentum,steamm,355126,0,2,0,-1.6132,0
2026-06-22T05:09:06.796367+00:00,solana,JUP,0.3341,meteora,orca,298385,1,20,0,-0.5665,0
2026-06-22T05:10:43.860752+00:00,base,ETH,1.0554,uniswap,uniswap,355845,0,19,0,-0.5702,0
2026-06-22T05:10:43.860752+00:00,base,WETH,0.4884,aerodrome,uniswap,731052,1,19,0,-0.5601,0
2026-06-22T05:25:17.801811+00:00,base,CBBTC,0.5793,uniswap,aerodrome,456512,1,14,0,-0.8399,0
2026-06-22T05:26:53.822539+00:00,solana,SOL,0.6631,meteora,raydium,572341,1,14,4,0.2831,1
2026-06-22T05:28:58.628724+00:00,solana,GIGA,0.98,meteora,raydium,271793,0,14,0,-1.0543,0
2026-06-22T05:32:14.850216+00:00,solana,HYPE,0.4077,meteora,orca,390883,1,14,0,-0.2099,0
2026-06-22T05:35:30.629635+00:00,base,VIRTUAL,0.3508,uniswap,uniswap,895332,1,12,0,-0.5498,0
2026-06-22T05:50:52.291458+00:00,sui,CETUS,1.5101,cetus,cetus,438814,1,13,7,0.0975,1
2026-06-22T05:50:52.291458+00:00,solana,JUPSOL,1.4117,meteora,meteora,274106,0,13,0,-0.525,0
2026-06-22T05:52:28.577183+00:00,solana,JUP,0.5728,meteora,meteora,411143,1,13,0,-0.2801,0
2026-06-22T05:52:28.577183+00:00,base,WETH,0.3936,uniswap,uniswap,731052,1,13,0,-0.655,0
2026-06-22T05:54:05.305215+00:00,solana,USDE,2.1532,orca,orca,2222846,1,13,0,-0.5835,0
2026-06-22T06:23:51.387924+00:00,base,SOL,0.3286,aerodrome,aerodrome,250279,1,2,0,-2.0997,0
2026-06-22T05:55:41.866679+00:00,base,VVV,0.8536,uniswap,uniswap,504991,1,13,0,-0.41,0
2026-06-22T05:57:18.543831+00:00,base,CBBTC,0.4409,uniswap,uniswap,434709,1,13,0,-0.4686,0
2026-06-22T06:02:08.265729+00:00,sui,USDC,0.3197,turbos-finance,cetus,550918,1,11,0,-0.9275,0
2026-06-22T06:02:08.265729+00:00,solana,SOL,0.4311,meteora,pumpswap,2495346,1,11,5,0.5242,1
2026-06-22T06:27:07.176371+00:00,base,SOL,0.3413,aerodrome,aerodrome,250429,1,3,0,-1.7149,0
2026-06-22T06:37:38.665404+00:00,sui,WAL,0.4091,bluefin,bluefin,338948,0,3,0,-1.4049,0
2026-06-22T06:15:41.570766+00:00,base,MAMO,1.4567,aerodrome,aerodrome,323011,0,17,0,-0.2831,0
2026-06-22T06:15:41.570766+00:00,base,CBETH,0.3509,alien-base,alien-base,256369,0,17,0,-1.6475,0
2026-06-22T06:22:13.514314+00:00,base,VIRTUAL,0.3177,uniswap,aerodrome,894748,1,17,0,-0.5975,0
2026-06-22T06:23:51.387924+00:00,sui,SUI,0.4256,momentum,steamm,341182,0,17,0,-1.1622,0
2026-06-22T06:45:47.400109+00:00,base,SOL,0.3804,aerodrome,aerodrome,255023,1,6,0,-1.6864,0
2026-06-22T06:25:29.213910+00:00,base,BRETT,1.1099,aerodrome,uniswap,731037,0,17,0,-0.211,0
2026-06-22T06:25:29.213910+00:00,base,WETH,0.3658,uniswap,uniswap,731018,1,17,0,-0.367,0
2026-06-22T06:27:07.176371+00:00,solana,HYPE,0.3473,meteora,meteora,391462,1,17,0,-0.3689,0
2026-06-22T06:27:07.176371+00:00,base,AERO,1.1865,aerodrome,uniswap,344689,1,17,0,-0.4955,0
2026-06-22T06:32:39.051853+00:00,solana,JUP,1.4797,meteora,meteora,411143,0,18,4,0.0063,1
2026-06-22T06:32:39.051853+00:00,solana,JITOSOL,0.5389,orca,meteora,2445062,0,18,0,-0.2207,0
2026-06-22T06:32:39.051853+00:00,base,CBBTC,0.5832,uniswap,aerodrome,704261,1,18,0,-0.0877,0
2026-06-22T06:34:19.295079+00:00,solana,SOL,0.5711,raydium,raydium,570766,1,18,3,0.7394,1
2026-06-22T06:57:26.753264+00:00,base,SOL,0.3124,aerodrome,aerodrome,254741,1,5,0,-1.6703,0
2026-06-22T06:35:58.859302+00:00,solana,POPCAT,5.9029,raydium,raydium,576087,1,18,4,4.7081,1
2026-06-22T06:52:27.261879+00:00,solana,USELESS,2.2346,raydium,meteora,317610,1,9,1,0.6737,0
2026-06-22T07:05:43.576992+00:00,solana,ONE,0.9009,orca,raydium,3053235,0,6,4,0.2694,1
2026-06-22T06:50:47.049159+00:00,sui,CETUS,15.5712,cetus,cetus,411620,1,18,1,45.5346,0
2026-06-22T06:50:47.049159+00:00,solana,USDG,0.6634,orca,orca,3445413,0,18,5,0.1737,1
2026-06-22T06:54:06.812527+00:00,solana,USDE,0.4931,orca,orca,2185486,1,18,0,-0.14,0
2026-06-22T06:54:06.812527+00:00,base,VIRTUAL,0.738,aerodrome,aerodrome,490246,0,18,0,-0.43,0
2026-06-22T06:57:26.753264+00:00,base,WETH,0.6028,uniswap,uniswap,731570,1,18,0,-0.4786,0
2026-06-22T07:08:52.957979+00:00,base,SOL,0.3656,aerodrome,aerodrome,250461,1,13,0,-1.7201,0
2026-06-22T07:02:34.203650+00:00,solana,GIGA,1.7216,raydium,meteora,273561,0,18,0,-0.3156,0
2026-06-22T07:05:43.576992+00:00,sui,USDC,0.4012,turbos-finance,cetus,443896,0,17,0,-0.8448,0
2026-06-22T07:05:43.576992+00:00,base,CBBTC,0.5706,aerodrome,aerodrome,704101,1,17,0,-0.1152,0
2026-06-22T07:07:18.177619+00:00,solana,HYPE,0.3611,orca,meteora,844417,1,17,0,-0.1829,0
2026-06-22T07:07:18.177619+00:00,base,ETH,1.0734,uniswap,uniswap,714505,0,17,8,0.5159,1
2026-06-22T07:08:52.957979+00:00,solana,SOL,0.4831,raydium,raydium,569707,1,17,2,0.5502,1
2026-06-22T07:08:52.957979+00:00,base,CBETH,0.3493,alien-base,aerodrome,274770,1,17,0,-1.2451,0
2026-06-22T07:12:02.373690+00:00,solana,JUP,1.5752,meteora,orca,292981,1,17,1,0.0462,0
2026-06-22T07:12:02.373690+00:00,base,WEETH,0.4044,aerodrome,aerodrome,381346,0,17,0,-0.7283,0
2026-06-22T07:15:44.636868+00:00,solana,MET,2.2436,meteora,meteora,301759,1,18,2,0.0797,1
2026-06-22T07:15:44.636868+00:00,base,AERO,1.1856,aerodrome,aerodrome,858517,1,18,6,0.435,1
2026-06-22T07:15:44.636868+00:00,base,VVV,0.7185,aerodrome,aerodrome,359047,1,18,5,0.105,1
2026-06-22T07:53:43.634035+00:00,base,SOL,0.3957,aerodrome,aerodrome,255072,1,2,0,-2.0697,0
2026-06-22T07:30:53.868560+00:00,solana,JUPSOL,1.8134,meteora,meteora,274106,0,17,0,-0.1232,0
2026-06-22T07:32:33.539077+00:00,solana,USDE,0.3214,orca,orca,2178779,1,17,0,-0.3627,0
2026-06-22T07:32:33.539077+00:00,base,VIRTUAL,0.5151,uniswap,aerodrome,899319,1,17,0,-0.3978,0
2026-06-22T07:32:33.539077+00:00,base,WETH,0.3302,uniswap,uniswap,392959,1,17,0,-0.6825,0
2026-06-22T07:37:33.381773+00:00,base,CBBTC,0.7493,uniswap,aerodrome,708283,1,17,0,-0.0896,0
2026-06-22T07:40:52.908093+00:00,solana,SOL,0.7579,meteora,raydium,572655,1,17,2,0.8379,1
2026-06-22T07:40:52.908093+00:00,base,CBETH,0.7161,alien-base,aerodrome,256369,1,17,0,-1.3422,0
2026-06-22T07:56:57.428894+00:00,base,SOL,0.4107,aerodrome,aerodrome,250205,1,8,0,-1.7788,0
2026-06-22T07:47:16.074755+00:00,base,FBOMB,2.0799,aerodrome,aerodrome,1111879,1,17,16,1.2186,1
2026-06-22T07:48:53.054558+00:00,solana,MET,2.0383,meteora,meteora,312415,0,17,7,0.5736,1
2026-06-22T07:48:53.054558+00:00,base,AERO,0.4946,aerodrome,uniswap,355108,1,17,0,-0.0783,0
2026-06-22T07:50:30.007405+00:00,sui,CETUS,0.6051,cetus,cetus,442568,0,17,0,-0.5247,0
2026-06-22T08:15:47.598872+00:00,sui,USDSUI,0.3817,turbos-finance,cetus,445911,0,6,0,-1.2456,0
2026-06-22T07:55:20.508902+00:00,base,BNKR,0.8999,aerodrome,uniswap,272426,0,17,0,-1.0699,0
2026-06-22T07:56:57.428894+00:00,solana,PENGU,0.6108,orca,pumpswap,1118406,0,17,0,-0.0163,0
2026-06-22T08:01:03.266277+00:00,solana,JUP,0.8427,orca,meteora,293465,1,18,0,-0.6714,0
2026-06-22T08:02:43.069948+00:00,solana,GIGA,1.4615,raydium,meteora,273561,0,18,0,-0.5012,0
2026-06-22T08:06:02.300161+00:00,solana,HYPE,0.6364,meteora,meteora,396522,1,18,0,-0.3799,0
2026-06-22T08:21:07.775141+00:00,sui,SUI,0.3377,momentum,steamm,341748,1,12,0,-1.1499,0
2026-06-22T08:09:23.496787+00:00,base,CBBTC,0.9104,pancakeswap,aerodrome,313268,1,18,2,0.1264,1
2026-06-22T08:22:54.353626+00:00,solana,USDG,0.857,orca,orca,3459763,0,12,7,22.3698,1
2026-06-22T08:12:42.546120+00:00,solana,SOL,0.7173,meteora,raydium,572525,1,18,3,0.8897,1
2026-06-22T08:24:41.263829+00:00,solana,ONE,0.9091,raydium,orca,3004940,0,13,11,2.9754,1
2026-06-22T08:15:47.598872+00:00,base,WETH,0.3997,uniswap,hydrex,508994,1,18,0,-0.7347,0
2026-06-22T08:17:34.414678+00:00,base,CBETH,0.6517,alien-base,aerodrome,256369,1,18,0,-1.0058,0
2026-06-22T08:17:34.414678+00:00,base,SOL,0.4452,aerodrome,aerodrome,254304,1,18,0,-1.5945,0
2026-06-22T08:22:54.353626+00:00,base,VIRTUAL,0.7665,uniswap,aerodrome,897623,1,18,6,0.3216,1
2026-06-22T08:28:15.641386+00:00,solana,JUPSOL,1.8368,meteora,meteora,274079,1,18,0,-0.1232,0
2026-06-22T08:32:28.008758+00:00,base,BRETT,1.0839,uniswap,aerodrome,745401,0,17,1,0.0457,0
2026-06-22T08:37:11.708285+00:00,solana,JUP,1.0392,meteora,meteora,411525,1,17,0,-0.4333,0
2026-06-22T08:37:11.708285+00:00,solana,JITOSOL,0.643,orca,meteora,346899,0,17,0,-0.0335,0
2026-06-22T08:38:46.562780+00:00,sui,USDC,0.3501,turbos-finance,turbos-finance,263571,1,17,0,-1.0218,0
2026-06-22T08:38:46.562780+00:00,solana,HYPE,0.6258,meteora,meteora,1368576,1,17,0,-0.1669,0
2026-06-22T08:38:46.562780+00:00,base,AERO,1.1294,aerodrome,uniswap,355108,0,17,0,-0.2407,0
2026-06-22T08:41:55.822174+00:00,solana,GIGA,0.6245,meteora,raydium,269084,1,17,0,-1.1053,0
2026-06-22T09:01:07.972902+00:00,solana,POPCAT,0.5599,raydium,raydium,591282,0,8,2,2.6734,1
2026-06-22T08:41:55.822174+00:00,base,CBBTC,1.0834,uniswap,aerodrome,708949,1,17,4,0.1226,1
2026-06-22T08:47:15.398279+00:00,solana,SOL,1.589,raydium,raydium,567042,1,17,0,-0.0237,0
2026-06-22T08:48:50.345697+00:00,solana,MET,1.467,meteora,meteora,312981,1,17,1,0.0617,0
2026-06-22T08:50:24.976644+00:00,solana,FO,0.4735,meteora,meteora,2470295,0,17,0,-0.3164,0
2026-06-22T08:51:59.539440+00:00,base,SOL,0.3019,aerodrome,aerodrome,251750,1,17,0,-1.6668,0
2026-06-22T09:20:43.584597+00:00,solana,USDC,1.6086,raydium,orca,1172727,1,3,1,0.767,0
2026-06-22T09:05:52.862701+00:00,base,WETH,0.3176,uniswap,hydrex,508752,1,17,0,-0.762,0
2026-06-22T09:09:02.508019+00:00,base,VIRTUAL,1.0182,aerodrome,aerodrome,498701,1,17,12,0.2699,1
2026-06-22T09:15:44.134587+00:00,solana,ORE,0.8103,meteora,orca,269308,1,18,0,-0.1985,0
2026-06-22T09:19:04.336320+00:00,solana,SOL,0.6165,raydium,pumpswap,569548,1,18,1,0.0955,0
2026-06-22T09:19:04.336320+00:00,base,CBBTC,1.2703,pancakeswap,aerodrome,313325,1,18,8,0.3102,1
2026-06-22T09:20:43.584597+00:00,solana,JUPSOL,1.8134,meteora,meteora,274109,1,18,0,-0.1232,0
2026-06-22T09:22:23.025582+00:00,base,AERO,0.7437,aerodrome,uniswap,355108,1,18,0,-0.5759,0
2026-06-22T09:24:03.146382+00:00,solana,MET,0.8987,meteora,meteora,764551,1,18,2,0.0633,1
2026-06-22T09:24:03.146382+00:00,base,SOL,0.3119,aerodrome,aerodrome,256918,1,18,0,-1.7059,0
2026-06-22T09:31:01.418120+00:00,sui,USDSUI,0.3203,bluefin,turbos-finance,449034,0,17,0,-1.0715,0
2026-06-22T09:27:23.814616+00:00,solana,JUP,1.0392,meteora,meteora,411525,1,18,3,0.0463,1
2026-06-22T09:31:01.418120+00:00,solana,HYPE,0.5509,meteora,meteora,396764,0,17,0,-0.3674,0
2026-06-22T09:32:41.454857+00:00,solana,JITOSOL,0.6134,orca,meteora,346222,0,17,0,-0.1665,0
2026-06-22T09:39:19.901973+00:00,base,WETH,0.3017,aerodrome,uniswap,1143969,1,17,0,-0.5562,0
2026-06-22T09:52:11.176183+00:00,base,CBBTC,0.9921,pancakeswap,aerodrome,313167,1,18,4,0.1171,1
2026-06-22T09:55:24.905394+00:00,solana,SOL,2.9514,raydium,raydium,562565,1,18,4,0.6531,1
